table,row_id,action,reason
transactions,T0057520,quarantined,customer C800067 has no master record
transactions,T0057521,quarantined,customer C800067 has no master record
transactions,T0057529,quarantined,customer C800276 has no master record
transactions,T0057530,quarantined,customer C800276 has no master record
transactions,T0057531,quarantined,customer C800276 has no master record
transactions,T0057532,quarantined,customer C800276 has no master record
transactions,T0057533,quarantined,customer C800276 has no master record
transactions,T0057969,quarantined,customer C800092 has no master record
transactions,T0057970,quarantined,customer C800092 has no master record
transactions,T0057971,quarantined,customer C800092 has no master record
transactions,T0057972,quarantined,customer C800092 has no master record
transactions,T0057973,quarantined,customer C800092 has no master record
transactions,T0057974,quarantined,customer C800092 has no master record
transactions,T0058497,quarantined,customer C800252 has no master record
transactions,T0058498,quarantined,customer C800252 has no master record
transactions,T0058499,quarantined,customer C800252 has no master record
transactions,T0058617,quarantined,customer C800123 has no master record
transactions,T0058618,quarantined,customer C800123 has no master record
transactions,T0058871,quarantined,customer C800350 has no master record
transactions,T0058923,quarantined,customer C800199 has no master record
transactions,T0058924,quarantined,customer C800199 has no master record
transactions,T0058925,quarantined,customer C800199 has no master record
transactions,T0059099,quarantined,customer C800274 has no master record
transactions,T0059100,quarantined,customer C800274 has no master record
transactions,T0059101,quarantined,customer C800274 has no master record
transactions,T0059102,quarantined,customer C800274 has no master record
transactions,T0059155,quarantined,customer C800429 has no master record
transactions,T0059156,quarantined,customer C800429 has no master record
transactions,T0059161,quarantined,customer C800179 has no master record
transactions,T0059162,quarantined,customer C800179 has no master record
transactions,T0059163,quarantined,customer C800179 has no master record
transactions,T0059164,quarantined,customer C800179 has no master record
transactions,T0059298,quarantined,customer C800105 has no master record
transactions,T0059299,quarantined,customer C800105 has no master record
transactions,T0059447,quarantined,customer C800193 has no master record
transactions,T0059448,quarantined,customer C800193 has no master record
transactions,T0059449,quarantined,customer C800193 has no master record
transactions,T0060117,quarantined,customer C800385 has no master record
transactions,T0060118,quarantined,customer C800385 has no master record
transactions,T0060540,quarantined,customer C800257 has no master record
transactions,T0060695,quarantined,customer C800081 has no master record
transactions,T0060696,quarantined,customer C800457 has no master record
transactions,T0060697,quarantined,customer C800457 has no master record
transactions,T0060741,quarantined,customer C800373 has no master record
transactions,T0060742,quarantined,customer C800373 has no master record
transactions,T0060743,quarantined,customer C800373 has no master record
transactions,T0060842,quarantined,customer C800216 has no master record
transactions,T0060890,quarantined,customer C800445 has no master record
transactions,T0060941,quarantined,customer C800005 has no master record
transactions,T0060942,quarantined,customer C800005 has no master record
transactions,T0061245,quarantined,customer C800283 has no master record
transactions,T0061271,quarantined,customer C800409 has no master record
transactions,T0061782,quarantined,customer C800242 has no master record
transactions,T0061848,quarantined,customer C800106 has no master record
transactions,T0062154,quarantined,customer C800048 has no master record
transactions,T0062155,quarantined,customer C800048 has no master record
transactions,T0062156,quarantined,customer C800048 has no master record
transactions,T0062306,quarantined,customer C800426 has no master record
transactions,T0062307,quarantined,customer C800426 has no master record
transactions,T0062429,quarantined,customer C800087 has no master record
transactions,T0062430,quarantined,customer C800087 has no master record
transactions,T0062590,quarantined,customer C800465 has no master record
transactions,T0062591,quarantined,customer C800465 has no master record
transactions,T0063310,quarantined,customer C800321 has no master record
transactions,T0063311,quarantined,customer C800321 has no master record
transactions,T0063312,quarantined,customer C800321 has no master record
